"","Cyp79A2_rep1","Cyp79A2_rep2","Cyp79A2_rep3","WT-PAOx_rep1","WT-PAOx_rep2","WT-PAOx_rep3","WT_rep1","WT_rep2","WT_rep3"
"AT3G25040",36.09588,36.444,36.38792,28.76497,31.3289,29.05888,36.29942,34.14925,36.19384
"AT3G25050",0,1.087183,0,0,0,0,7.132148,0,0.6284877
"AT3G25060",0.4234794,0.2528332,0.1870606,0.1128634,0.09925893,0.1532626,0.224024,0.1087763,0.3257278
"AT3G25070",60.83667,47.75861,45.67215,23.01936,28.14088,28.62176,55.45538,45.93652,60.8296
"AT3G25100",1.729543,1.486948,1.489759,1.106275,1.378312,1.251887,1.601148,1.643747,1.463344
"AT3G25110",10.91734,9.019592,8.237247,6.228176,4.813507,4.328439,8.80352,8.003517,9.380761
"AT3G25120",12.916,15.60723,13.16606,10.00326,13.86897,11.826,16.35168,12.24977,15.28401
"AT3G25130",4.688852,3.421516,3.394423,1.87447,1.70958,1.948356,2.893847,3.747002,4.541551
"AT3G25140",50.63838,50.32298,48.25535,40.44776,33.70492,31.85995,46.46432,54.79112,51.47314
"AT3G25150",23.11013,21.03997,26.24985,19.55855,25.42561,21.16567,26.39698,23.23576,24.76496
"AT3G25180",1.884785,0.750192,1.156323,3.237188,1.963435,1.920063,2.326488,0.9682638,0.9127872
"AT3G25190",1.868055,2.729204,3.203574,0,0.1030239,0.2121014,2.557736,2.258046,1.690415
"AT3G25210",4.549353,4.774278,4.528571,4.166791,3.364159,2.720925,3.321846,4.015901,4.468497
"AT3G25220",77.82616,61.00353,58.32415,44.25817,43.20848,36.26849,56.95386,58.4393,67.90171
"AT3G25230",31.51873,35.14181,30.73863,136.2754,146.9073,137.4799,31.33844,37.40743,41.28172
"AT3G25250",0.1906925,0.4250423,0.1684665,1.084209,0.7747345,1.042879,0.06725188,0.1959275,0.06518888
"AT3G25290",5.156873,10.10494,9.462083,1.33914,0.9917656,1.722774,6.855041,6.58909,7.458402
"AT3G25400",11.29959,6.67527,6.698834,3.011503,5.715184,3.443761,7.707923,8.096305,10.06362
"AT3G25410",12.34105,19.82929,20.54923,16.61206,20.36822,16.68548,18.2317,15.4846,13.47304
"AT3G25430",3.83385,3.850137,3.994922,3.301123,2.488465,2.229518,4.00427,3.585591,5.544909
"AT3G25440",3.34693,2.38336,3.333155,2.854416,2.795614,2.349181,3.090419,2.876098,3.37007
"AT3G25470",65.90699,50.80191,49.75865,48.40363,52.36443,41.43166,57.01456,54.23762,54.86279
"AT3G25480",30.67395,24.98777,27.70097,31.61019,38.5045,28.04105,23.70911,25.65055,23.76826
